"";"num";"object";"Pb206_Pb204";"Pb207_Pb204";"Pb208_Pb204";"color.object";"symbol";"Pb206_Pb204.perc";"Pb207_Pb204.perc";"Pb208_Pb204.perc"
"458";"Rio Tinto";"Iberian Peninsula";18,1971;15,640043508;38,245572954;"#FFA500";"triangle";25,24;21,7;53,06
"459";"Rio Tinto";"Iberian Peninsula";18,1883;15,629024307;38,20634298;"#FFA500";"triangle";25,25;21,7;53,05
"460";"Rio Tinto, Corta Lago";"Iberian Peninsula";18,317;15,62495051;38,38712007;"#FFA500";"triangle";25,32;21,6;53,07
"461";"Rio Tinto corta Dehesa";"Iberian Peninsula";18,193;15,607;38,175;"#FFA500";"triangle";25,28;21,68;53,04
"462";"Rio Tinto corta Dehesa";"Iberian Peninsula";18,207;15,629;38,207;"#FFA500";"triangle";25,27;21,69;53,03
"463";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,188;15,636;38,211;"#FFA500";"triangle";25,25;21,71;53,05
"464";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,191;15,627;38,207;"#FFA500";"triangle";25,26;21,7;53,05
"465";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,198;15,644;38,275;"#FFA500";"triangle";25,23;21,69;53,07
"466";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,169;15,611;38,153;"#FFA500";"triangle";25,26;21,7;53,04
"467";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,182;15,624;38,195;"#FFA500";"triangle";25,25;21,7;53,05
"468";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,198;15,645;38,268;"#FFA500";"triangle";25,24;21,7;53,07
"469";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,186;15,631;38,216;"#FFA500";"triangle";25,25;21,7;53,05
"470";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,198;15,645;38,26;"#FFA500";"triangle";25,24;21,7;53,06
"471";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,192;15,639;38,242;"#FFA500";"triangle";25,24;21,7;53,06
"472";"Rio Tinto San Dionisio open pit ";"Iberian Peninsula";18,186;15,626;38,205;"#FFA500";"triangle";25,25;21,7;53,05
"473";"Rio Tinto San Dionisio level 30";"Iberian Peninsula";18,192;15,64;38,257;"#FFA500";"triangle";25,24;21,7;53,07
"474";"Rio Tinto San Dionisio level 30";"Iberian Peninsula";18,18;15,615;38,162;"#FFA500";"triangle";25,27;21,7;53,03
"475";"Granada de Rio Tinto";"Iberian Peninsula";17,741;15,524;37,729;"#FFA500";"triangle";24,99;21,87;53,14
"476";"San Telmo";"Iberian Peninsula";18,188;15,609;38,158;"#FFA500";"triangle";25,28;21,69;53,03
"477";"San Telmo";"Iberian Peninsula";18,192;15,594;38,106;"#FFA500";"triangle";25,3;21,69;53
"478";"San Telmo";"Iberian Peninsula";18,183;15,604;38,135;"#FFA500";"triangle";25,28;21,7;53,02
"479";"Santa Ana";"Iberian Peninsula";18,188;15,627;38,19;"#FFA500";"triangle";25,26;21,7;53,04
"480";"Sao Domingos";"Iberian Peninsula";18,163;15,63;38,228;"#FFA500";"triangle";25,22;21,7;53,08
"481";"Sao Domingos";"Iberian Peninsula";18,175;15,62;38,205;"#FFA500";"triangle";25,24;21,69;53,06
"482";"Sao Domingos";"Iberian Peninsula";18,188;15,637;38,213;"#FFA500";"triangle";25,25;21,71;53,05
"483";"Sao Domingos (gossan)";"Iberian Peninsula";18,192;15,627;38,217;"#FFA500";"triangle";25,25;21,69;53,05
"484";"Sao Domingos (gossan)";"Iberian Peninsula";18,201;15,653;38,304;"#FFA500";"triangle";25,22;21,69;53,08
"485";"Sao Domingos (gossan)";"Iberian Peninsula";18,193;15,641;38,283;"#FFA500";"triangle";25,23;21,69;53,08
"486";"Sao Domingos (gossan)";"Iberian Peninsula";18,199;15,655;38,298;"#FFA500";"triangle";25,22;21,7;53,08
"487";"Sao Domingos (gossan)";"Iberian Peninsula";18,182;15,628;38,231;"#FFA500";"triangle";25,24;21,69;53,07
"488";"Sao Domingos (gossan)";"Iberian Peninsula";18,176;15,627;38,232;"#FFA500";"triangle";25,23;21,69;53,07
"489";"Sierrecilla";"Iberian Peninsula";18,233;15,624;38,181;"#FFA500";"triangle";25,31;21,69;53
"490";"Sierrecilla";"Iberian Peninsula";18,215;15,638;38,256;"#FFA500";"triangle";25,26;21,69;53,05
"491";"Sotiel";"Iberian Peninsula";18,166;15,629;38,208;"#FFA500";"triangle";25,23;21,71;53,06
"492";"Sotiel-Migollas";"Iberian Peninsula";18,147;15,633;38,236;"#FFA500";"triangle";25,2;21,71;53,09
"493";"Tharsis";"Iberian Peninsula";18,135;15,597;38,15;"#FFA500";"triangle";25,23;21,7;53,07
"494";"Tharsis";"Iberian Peninsula";18,137;15,602;38,162;"#FFA500";"triangle";25,22;21,7;53,08
"495";"Torerera";"Iberian Peninsula";18,175;15,634;38,225;"#FFA500";"triangle";25,23;21,7;53,07
"496";"Los Molar, Terragonaes";"Iberian Peninsula";18,173709;15,6097893948435;37,9946302800039;"#FFA500";"triangle";25,32;21,75;52,93
"497";"Los Molar, Terragonaes";"Iberian Peninsula";18,384457;15,6505724220209;38,505546577134;"#FFA500";"triangle";25,34;21,57;53,08
"498";"Los Molar, Terragonaes";"Iberian Peninsula";18,239836;15,6640282478832;38,3070719212828;"#FFA500";"triangle";25,26;21,69;53,05
"499";"Los Molar, Terragonaes";"Iberian Peninsula";18,184712;15,6895585709408;38,2101405581896;"#FFA500";"triangle";25,23;21,77;53,01
"500";"Minas de Cala";"Iberian Peninsula";18,700776;15,6906317722464;38,9301964420248;"#FFA500";"triangle";25,51;21,4;53,1
"501";"Minas de Cala";"Iberian Peninsula";18,437913;15,678642443724;38,4403585134933;"#FFA500";"triangle";25,41;21,61;52,98
"502";"Monte da Angerinha";"Iberian Peninsula";18,558;15,6054;38,4113;"#FFA500";"triangle";25,57;21,5;52,93
"503";"Cufenos II";"Iberian Peninsula";18,332;15,6134;38,3872;"#FFA500";"triangle";25,34;21,59;53,07
"504";"Mostardeira";"Iberian Peninsula";18,038;15,5758;38,0385;"#FFA500";"triangle";25,17;21,74;53,09
"505";"Mostardeira";"Iberian Peninsula";18,211;15,6086;38,2158;"#FFA500";"triangle";25,28;21,67;53,05
"506";"Mostardeira";"Iberian Peninsula";18,155;15,5951;38,1201;"#FFA500";"triangle";25,26;21,7;53,04
"507";"Zambujera";"Iberian Peninsula";18,228;15,6214;38,359;"#FFA500";"triangle";25,24;21,63;53,12
"508";"Minas da Tinoca";"Iberian Peninsula";17,437;15,4963;37,5366;"#FFA500";"triangle";24,74;21,99;53,27
"509";"Entre Aguas";"Iberian Peninsula";18,548;15,6285;38,4222;"#FFA500";"triangle";25,55;21,53;52,92
"510";"Entre Aguas";"Iberian Peninsula";18,281;15,6796;38,5309;"#FFA500";"triangle";25,22;21,63;53,15
"511";"Zambujeira";"Iberian Peninsula";18,282;15,6238;38,3776;"#FFA500";"triangle";25,29;21,61;53,09
"512";"Zambujeira";"Iberian Peninsula";18,274;15,6151;38,3516;"#FFA500";"triangle";25,3;21,62;53,09
"513";"Monte dos Arneiros";"Iberian Peninsula";18,196;15,5885;38,0733;"#FFA500";"triangle";25,32;21,69;52,98
"514";"Souseis (Evora)";"Iberian Peninsula";18,287;15,6061;38,3296;"#FFA500";"triangle";25,32;21,61;53,07
"515";"Souseis (Evora)";"Iberian Peninsula";18,271;15,5998;38,3179;"#FFA500";"triangle";25,31;21,61;53,08
"516";"Brancane";"Iberian Peninsula";18,466;15,6333;38,5385;"#FFA500";"triangle";25,42;21,52;53,06
"517";"Chanca";"Iberian Peninsula";18,219;15,6428;38,2745;"#FFA500";"triangle";25,26;21,69;53,06
"518";"Chanca";"Iberian Peninsula";18,201;15,6237;38,2075;"#FFA500";"triangle";25,27;21,69;53,04
"519";"Sao Domingos";"Iberian Peninsula";18,159;15,624;38,2211;"#FFA500";"triangle";25,22;21,7;53,08
"520";"Sao Domingos";"Iberian Peninsula";18,168;15,6354;38,2618;"#FFA500";"triangle";25,21;21,7;53,09
"521";"Mina do Lousal";"Iberian Peninsula";18,17;15,628;38,2333;"#FFA500";"triangle";25,23;21,7;53,08
"522";"Minas do Montinho";"Iberian Peninsula";18,226;15,6452;38,2637;"#FFA500";"triangle";25,27;21,69;53,04
"523";"Lagoa Salgada";"Iberian Peninsula";18,197;15,633;38,2355;"#FFA500";"triangle";25,25;21,69;53,06
"524";"Lagoa Salgada";"Iberian Peninsula";18,184;15,6182;38,1755;"#FFA500";"triangle";25,26;21,7;53,04
"525";"Villa Velha do Rodao I";"Iberian Peninsula";18,209;15,5978;38,1988;"#FFA500";"triangle";25,29;21,66;53,05
"526";"Minas dos Urmos";"Iberian Peninsula";18,377;15,6094;38,4061;"#FFA500";"triangle";25,39;21,56;53,05
"527";"Louredo";"Iberian Peninsula";18,248;15,6221;38,339;"#FFA500";"triangle";25,27;21,63;53,09
"528";"Alcaria Queimada I";"Iberian Peninsula";18,518;15,631;38,5082;"#FFA500";"triangle";25,49;21,51;53
"529";"Defesa";"Iberian Peninsula";18,402;15,6288;38,3884;"#FFA500";"triangle";25,41;21,58;53,01
"530";"Baicolliou";"Switzerland";18,588;15,662;38,666;"#964B00";"triangle";25,49;21,48;53,03
"531";"Baicolliou";"Switzerland";18,819;15,68;38,911;"#964B00";"triangle";25,64;21,36;53,01
"532";"Baicolliou";"Switzerland";18,959;15,693;39,083;"#964B00";"triangle";25,71;21,28;53
"533";"Baicolliou";"Switzerland";19,074;15,697;39,012;"#964B00";"triangle";25,85;21,27;52,87
"534";"La Barma";"Switzerland";18,533;15,667;38,621;"#964B00";"triangle";25,45;21,51;53,04
"535";"La Barma";"Switzerland";18,632;15,663;38,665;"#964B00";"triangle";25,54;21,47;52,99
"536";"La Barma";"Switzerland";18,449;15,667;38,549;"#964B00";"triangle";25,39;21,56;53,05
"537";"La Barma";"Switzerland";18,429;15,653;38,504;"#964B00";"triangle";25,39;21,56;53,05
"538";"La Barma";"Switzerland";18,432;15,657;38,517;"#964B00";"triangle";25,39;21,56;53,05
"539";"La Barma";"Switzerland";18,431;15,662;38,533;"#964B00";"triangle";25,38;21,57;53,06
"540";"La Barma";"Switzerland";18,432;15,658;38,625;"#964B00";"triangle";25,35;21,53;53,12
"541";"La Barma";"Switzerland";18,418;15,643;38,49;"#964B00";"triangle";25,39;21,56;53,05
"542";"La Barma";"Switzerland";18,442;15,664;38,543;"#964B00";"triangle";25,39;21,56;53,05
"543";"La Barma";"Switzerland";18,435;15,659;38,524;"#964B00";"triangle";25,39;21,56;53,05
"544";"La Barma";"Switzerland";18,421;15,644;38,507;"#964B00";"triangle";25,38;21,56;53,06
"545";"Fusette";"Switzerland";18,498;15,67;38,639;"#964B00";"triangle";25,41;21,52;53,07
"546";"Collioux supérieur";"Switzerland";18,4687;15,6732;38,6332;"#964B00";"triangle";25,38;21,54;53,09
"547";"Garboulaz";"Switzerland";18,606;15,666;38,668;"#964B00";"triangle";25,51;21,48;53,01
"548";"Garboulaz, in till north of the mine";"Switzerland";18,176;15,616;38,159;"#964B00";"triangle";25,26;21,7;53,03
"549";"Termino (or Le Termenno)";"Switzerland";18,5;15,672;38,627;"#964B00";"triangle";25,41;21,53;53,06
"550";"Termino (or Le Termenno)";"Switzerland";18,919;15,683;39,045;"#964B00";"triangle";25,69;21,29;53,02
"551";"Tignousa supérieur";"Switzerland";18,47;15,665;38,605;"#964B00";"triangle";25,39;21,54;53,07
"552";"Tignousa supérieur";"Switzerland";18,986;15,668;38,993;"#964B00";"triangle";25,78;21,27;52,95
"553";"Tsampetroz";"Switzerland";18,994;15,69;38,833;"#964B00";"triangle";25,84;21,34;52,82
"554";"Tsampetroz";"Switzerland";19,164;15,7;38,842;"#964B00";"triangle";26;21,3;52,7
"555";"Chippis, La Baraque";"Switzerland";18,278;15,6434;38,3929;"#964B00";"triangle";25,28;21,63;53,09
"556";"Chippis, La Baraque";"Switzerland";18,4184;15,6567;38,523;"#964B00";"triangle";25,37;21,57;53,06
"557";"Blesec-La Baraque";"Switzerland";18,354;15,649;38,444;"#964B00";"triangle";25,33;21,6;53,06
"558";"Blesec-La Baraque";"Switzerland";18,287;15,643;38,404;"#964B00";"triangle";25,28;21,63;53,09
"559";"Blesec-La Baraque";"Switzerland";18,29;15,645;38,409;"#964B00";"triangle";25,28;21,63;53,09
"560";"Gosan";"Switzerland";18,482;15,667;38,612;"#964B00";"triangle";25,4;21,53;53,07
"561";"Gosan";"Switzerland";18,489;15,668;38,612;"#964B00";"triangle";25,41;21,53;53,06
"562";"Waschsee (or mine de Chandolin)";"Switzerland";18,581;15,667;38,642;"#964B00";"triangle";25,49;21,49;53,01
"563";"Waschsee (or mine de Chandolin)";"Switzerland";18,604;15,673;38,636;"#964B00";"triangle";25,52;21,5;52,99
"564";"Schonec (or Les Virons or Nava)";"Switzerland";16,777;15,463;36,486;"#964B00";"triangle";24,41;22,5;53,09
"565";"Schonec (or Les Virons or Nava)";"Switzerland";16,352;15,423;36,025;"#964B00";"triangle";24,12;22,75;53,13
"566";"Biolec";"Switzerland";18,584;15,665;38,609;"#964B00";"triangle";25,51;21,5;52,99
"567";"Biolec";"Switzerland";18,646;15,679;38,695;"#964B00";"triangle";25,54;21,47;52,99
"568";"Bourrimonts";"Switzerland";18,336;15,626;38,339;"#964B00";"triangle";25,36;21,61;53,03
"569";"Bourrimonts";"Switzerland";19,372;15,713;38,849;"#964B00";"triangle";26,2;21,25;52,55
"570";"Lapine Rousse";"Switzerland";18,592;15,66;38,606;"#964B00";"triangle";25,52;21,49;52,99
"571";"Lapine Rousse";"Switzerland";19,426;15,712;39,038;"#964B00";"triangle";26,19;21,18;52,63
"572";"Le Marais (or Le Maret)";"Switzerland";18,584;15,655;38,698;"#964B00";"triangle";25,48;21,46;53,06
"573";"Le Marais (or Le Maret)";"Switzerland";18,553;15,662;38,704;"#964B00";"triangle";25,44;21,48;53,08
"574";"Pétolliou";"Switzerland";18,58;15,684;38,659;"#964B00";"triangle";25,48;21,51;53,01
"575";"Pétolliou";"Switzerland";20,012;15,729;39,354;"#964B00";"triangle";26,65;20,95;52,41
"576";"La Lé (or Alp de la Lex or LAllée)";"Switzerland";18,706;15,669;38,641;"#964B00";"triangle";25,62;21,46;52,92
"577";"La Lé (or Alp de la Lex or LAllée)";"Switzerland";18,743;15,687;38,721;"#964B00";"triangle";25,62;21,44;52,93
"578";"Pont-du-Bois";"Switzerland";18,527;15,664;38,636;"#964B00";"triangle";25,44;21,51;53,05
"579";"Tsirouc";"Switzerland";18,617;15,682;38,714;"#964B00";"triangle";25,5;21,48;53,02
"580";"Tsirouc";"Switzerland";18,715;15,678;38,749;"#964B00";"triangle";25,59;21,44;52,98
"581";"Blüomatt";"Switzerland";18,796;15,673;38,913;"#964B00";"triangle";25,61;21,36;53,03
"582";"Bragetta (or La Braillette)";"Switzerland";18,946;15,677;38,668;"#964B00";"triangle";25,85;21,39;52,76
"583";"Bragetta (or La Braillette)";"Switzerland";18,623;15,666;38,589;"#964B00";"triangle";25,55;21,5;52,95
"584";"Col des mines";"Switzerland";22,978;15,891;39,346;"#964B00";"triangle";29,38;20,32;50,3
"585";"Col des mines";"Switzerland";22,888;15,888;39,382;"#964B00";"triangle";29,28;20,33;50,39
"586";"Siviez";"Switzerland";18,432;15,656;38,482;"#964B00";"triangle";25,4;21,57;53,03
"587";"Ginalstal";"Switzerland";19,299;15,67;38,891;"#964B00";"triangle";26,13;21,22;52,66
"588";"Grand Alou";"Switzerland";18,47;15,663;38,539;"#964B00";"triangle";25,42;21,55;53,03
"589";"Grand Alou";"Switzerland";18,425;15,663;38,494;"#964B00";"triangle";25,39;21,58;53,04
"590";"Grand Alou - Plan du Fou";"Switzerland";19,961;15,741;38,902;"#964B00";"triangle";26,76;21,1;52,14
"591";"Grand Alou - Plan du Fou";"Switzerland";18,57;15,656;38,445;"#964B00";"triangle";25,55;21,54;52,9
"592";"Les Moulins de Luc (or Torrent des Moulins)";"Switzerland";18,4879;15,6633;38,5817;"#964B00";"triangle";25,42;21,54;53,05
"593";"Les Moulins de Luc (or Torrent des Moulins)";"Switzerland";18,533;15,641;38,552;"#964B00";"triangle";25,48;21,51;53,01
"594";"Les Moulins de Luc (or Torrent des Moulins)";"Switzerland";17,475;15,558;37,926;"#964B00";"triangle";24,63;21,93;53,45
"595";"Suen";"Switzerland";19,209;15,691;39,073;"#964B00";"triangle";25,97;21,21;52,82
"596";"Suen";"Switzerland";19,169;15,684;39,038;"#964B00";"triangle";25,94;21,23;52,83
"597";"Suen";"Switzerland";19,104;15,685;38,989;"#964B00";"triangle";25,89;21,26;52,85
"598";"Vacheret (or Vatzeret)";"Switzerland";18,432;15,656;38,486;"#964B00";"triangle";25,4;21,57;53,03
"599";"Vacheret (or Vatzeret)";"Switzerland";18,422;15,665;38,499;"#964B00";"triangle";25,38;21,58;53,04
"600";"Le Tseppiet (or Zappelet)";"Switzerland";18,674;15,664;38,909;"#964B00";"triangle";25,49;21,39;53,12
"601";"Laulosses";"Switzerland";18,251;15,572;38,112;"#964B00";"triangle";25,37;21,65;52,98
"602";"Satarma";"Switzerland";18,401;15,63;38,334;"#964B00";"triangle";25,43;21,6;52,97
"603";"Satarma";"Switzerland";18,531;15,641;38,458;"#964B00";"triangle";25,51;21,54;52,95
"604";"Six-Blanc";"Switzerland";18,887;15,663;38,764;"#964B00";"triangle";25,76;21,36;52,87
"605";"Sion-Sous-le-Scex";"Switzerland";18,938;15,634;38,646;"#964B00";"triangle";25,87;21,35;52,78
"606";"La Creusaz/Les Marécottes";"Switzerland";24,873;16,031;38,504;"#964B00";"triangle";31,32;20,19;48,49
"607";"Ausserberg";"Switzerland";19,028;15,673;38,75;"#964B00";"triangle";25,91;21,34;52,76
"608";"Massaschlucht «Massagrube»";"Switzerland";18,742;15,655;38,558;"#964B00";"triangle";25,69;21,46;52,85
"609";"Massaschlucht «Massagrube»";"Switzerland";18,735;15,655;38,559;"#964B00";"triangle";25,68;21,46;52,86
"610";"Massaschlucht «Massagrube»";"Switzerland";18,733;15,646;38,528;"#964B00";"triangle";25,69;21,46;52,85
"611";"Massaschlucht «Massagrube»";"Switzerland";18,734;15,657;38,575;"#964B00";"triangle";25,67;21,46;52,87
"612";"Goppenstein, Tiebelstollen";"Switzerland";18,834;15,666;38,784;"#964B00";"triangle";25,7;21,38;52,92
"613";"Goppenstein, Tiebelstollen";"Switzerland";18,437;15,627;38,383;"#964B00";"triangle";25,45;21,57;52,98
"614";"Goppenstein, Halde";"Switzerland";18,512;15,635;38,478;"#964B00";"triangle";25,49;21,53;52,98
"615";"Goppenstein, Halde";"Switzerland";18,299;15,634;38,315;"#964B00";"triangle";25,33;21,64;53,03
"616";"Goppenstein, Halde";"Switzerland";18,45;15,619;38,374;"#964B00";"triangle";25,47;21,56;52,97
"617";"Goppenstein, Mine 1860";"Switzerland";18,451;15,642;38,437;"#964B00";"triangle";25,44;21,57;52,99
"618";"Goppenstein, Mine 1860";"Switzerland";18,445;15,635;38,41;"#964B00";"triangle";25,44;21,57;52,99
"619";"Goppenstein, Mine 1860";"Switzerland";18,452;15,639;38,425;"#964B00";"triangle";25,45;21,57;52,99
"620";"Goppenstein, Wilerbach";"Switzerland";18,488;15,634;38,467;"#964B00";"triangle";25,47;21,54;52,99
"621";"Goppenstein, Wilerbach";"Switzerland";18,474;15,626;38,438;"#964B00";"triangle";25,47;21,54;52,99
"622";"Goppenstein, Schonbiel";"Switzerland";18,517;15,644;38,506;"#964B00";"triangle";25,48;21,53;52,99
"623";"Peiloz";"Switzerland";18,317;15,637;38,347;"#964B00";"triangle";25,33;21,63;53,04
"624";"Peiloz";"Switzerland";18,295;15,62;38,287;"#964B00";"triangle";25,34;21,63;53,03
"625";"Peiloz";"Switzerland";18,313;15,659;38,392;"#964B00";"triangle";25,31;21,64;53,05
"626";"Peiloz";"Switzerland";18,311;15,655;38,382;"#964B00";"triangle";25,31;21,64;53,05
"627";"Tete de la Payanne";"Switzerland";18,367;15,638;38,365;"#964B00";"triangle";25,38;21,61;53,01
"628";"Tete de la Payanne";"Switzerland";18,351;15,629;38,333;"#964B00";"triangle";25,38;21,61;53,01
"629";"Tete de la Payanne";"Switzerland";18,363;15,637;38,364;"#964B00";"triangle";25,38;21,61;53,02
"630";"Plan Verney";"Switzerland";18,608;15,661;38,599;"#964B00";"triangle";25,54;21,49;52,97
"631";"Cocorier Salantin";"Switzerland";18,627;15,673;38,631;"#964B00";"triangle";25,54;21,49;52,97
"632";"Cocorier Salantin";"Switzerland";18,634;15,667;38,642;"#964B00";"triangle";25,55;21,48;52,98
"633";"Cocorier Chalet";"Switzerland";18,622;15,622;38,597;"#964B00";"triangle";25,57;21,45;52,99
"634";"Cocorier Chalet";"Switzerland";18,707;15,678;38,697;"#964B00";"triangle";25,6;21,45;52,95
"635";"Mine des Gorges d'Alesses";"Switzerland";18,333;15,675;38,45;"#964B00";"triangle";25,3;21,63;53,07
"636";"Mines et carrieres de la Molare";"Switzerland";18,346;15,642;38,397;"#964B00";"triangle";25,35;21,61;53,05
"637";"Mines et carrieres de la Molare";"Switzerland";18,372;15,687;38,518;"#964B00";"triangle";25,31;21,61;53,07
"638";"Blanches de Buitonne";"Switzerland";17,924;15,644;38,001;"#964B00";"triangle";25,04;21,86;53,1
"639";"Mine de Randonne-Fully";"Switzerland";18,417;15,651;38,415;"#964B00";"triangle";25,41;21,59;53
"640";"Mines des Argèntieres, La Sourde, Pormenaz";"Switzerland";18,686;15,637;38,703;"#964B00";"triangle";25,59;21,41;53
"641";"Mines des Argèntieres, La Sourde, Pormenaz";"Switzerland";18,69;15,642;38,718;"#964B00";"triangle";25,59;21,41;53
"642";"Mines de Bex";"Switzerland";18,868;15,648;38,806;"#964B00";"triangle";25,73;21,34;52,93
"643";"Mines de Bex";"Switzerland";18,872;15,652;38,823;"#964B00";"triangle";25,73;21,34;52,93
"644";"Mines de Bex";"Switzerland";18,888;15,675;38,892;"#964B00";"triangle";25,71;21,34;52,95
"645";"Glutières sur Ollon";"Switzerland";18,894;15,673;38,811;"#964B00";"triangle";25,75;21,36;52,89
"646";"Moraine du Glacier de Miage";"Switzerland";18,501;15,658;38,617;"#964B00";"triangle";25,42;21,52;53,06
"647";"Mines de Ste Marie au Faully";"Switzerland";18,514;15,639;38,566;"#964B00";"triangle";25,46;21,51;53,03
"648";"Mines de Notre Dame de Gorges";"Switzerland";18,424;15,668;38,618;"#964B00";"triangle";25,34;21,55;53,11
"649";"Filon du Catogne, Couloir de la Monnaie";"Switzerland";19,041;15,697;39,036;"#964B00";"triangle";25,81;21,28;52,91
"650";"Mines des Trappistes";"Switzerland";19,059;15,672;38,98;"#964B00";"triangle";25,86;21,26;52,88
"651";"Mines des Trappistes";"Switzerland";19,06;15,679;39,009;"#964B00";"triangle";25,84;21,26;52,89
"652";"Mine de la Tete des Econduits, Les Creattaz";"Switzerland";18,909;15,661;38,829;"#964B00";"triangle";25,76;21,34;52,9
"653";"Mine du Trou des Romaines";"Switzerland";18,648;15,657;38,632;"#964B00";"triangle";25,57;21,47;52,97
"654";"Mines de Tranchsellauenen, rive gauche";"Switzerland";18,373;15,661;38,482;"#964B00";"triangle";25,34;21,6;53,07
"655";"Tranchsellauenen";"Switzerland";18,381;15,671;38,513;"#964B00";"triangle";25,33;21,6;53,07
"656";"Tranchsellauenen";"Switzerland";18,375;15,666;38,493;"#964B00";"triangle";25,33;21,6;53,07
"657";"Tranchsellauenen";"Switzerland";18,385;15,673;38,521;"#964B00";"triangle";25,33;21,59;53,07
"658";"Tranchsellauenen";"Switzerland";18,374;15,667;38,489;"#964B00";"triangle";25,33;21,6;53,07
"659";"Tranchsellauenen";"Switzerland";18,373;15,661;38,478;"#964B00";"triangle";25,34;21,6;53,06
"660";"Goppestein: Mines 1820";"Switzerland";18,464;15,64;38,432;"#964B00";"triangle";25,45;21,56;52,98
"661";"Goppestein: Mines 1820";"Switzerland";18,2293;15,6338;38,3151;"#964B00";"triangle";25,26;21,66;53,08
"662";"Goppenstein, Schonbiel";"Switzerland";18,512;15,635;38,478;"#964B00";"triangle";25,49;21,53;52,98
"663";"Goppenstein, Wielerbach";"Switzerland";18,488;15,634;38,467;"#964B00";"triangle";25,47;21,54;52,99
"664";"Goppenstein, Wielerbach";"Switzerland";18,474;15,626;38,438;"#964B00";"triangle";25,47;21,54;52,99
"665";"Mines du Natischer Berg, Bruchji";"Switzerland";18,662;15,65;38,669;"#964B00";"triangle";25,57;21,44;52,99
"666";"Mines du Natischer Berg, Bruchji";"Switzerland";18,639;15,644;38,672;"#964B00";"triangle";25,55;21,44;53,01
"667";"Indice de Six Blanc";"Switzerland";18,88;15,662;38,747;"#964B00";"triangle";25,76;21,37;52,87
"668";"Alburunpass";"Switzerland";18,448;15,663;38,544;"#964B00";"triangle";25,39;21,56;53,05
"669";"Mines de Gondo";"Switzerland";18,733;15,64;38,495;"#964B00";"triangle";25,71;21,46;52,83
"670";"Mines de Gondo";"Switzerland";18,655;15,669;38,748;"#964B00";"triangle";25,53;21,44;53,03
"671";"Mines de Serrayer";"Switzerland";18,523;15,663;38,543;"#964B00";"triangle";25,47;21,54;53
"672";"Col des Mines, Vacheret";"Switzerland";18,441;15,673;38,534;"#964B00";"triangle";25,38;21,57;53,04
"673";"Mine de Praz Jean-Comtesse";"Switzerland";18,415;15,658;38,513;"#964B00";"triangle";25,37;21,57;53,06
"674";"Mine de Praz Jean-Comtesse";"Switzerland";18,417;15,666;38,536;"#964B00";"triangle";25,36;21,57;53,07
"675";"Moulins de Luc";"Switzerland";18,488;15,663;38,582;"#964B00";"triangle";25,42;21,53;53,05
